question_id,title,answer_count,text_length,cluster_id
308,Is there a version control system for database structure changes?,21,3930,632
1444401,Data migration process for an application whose architecture is changing?,1,3290,632
1462854,READ COMMITTED database isolation level in oracle,0,877,632
1549301,How can I refer to the row that the update is currently updating?,3,2081,632
3198229,Oracle Browser Issues,1,1659,632
4874265,Is there any way of determining of a SQL Server Stored Procedure returns a recordset,2,1557,632
4971948,SQL: return only those columns with different data,2,3945,632
5582978,Oracle/SQL - Using query results as paramaters in another query -looping?,3,2292,632
6581075,Database: Can java.sql.Timestamp be stored in a oracle database?,2,1485,632
7093845,Oracle SQL*Plus error with blanklines and multiple lines comments,1,3930,632
7212838,How to match only complete words in Oracle regexes?,0,836,632
7756777,How can I set an oracle procedure's parameter default to the result of a select?,0,304,632
7910228,Hex Strings inside of Oracle .dmp file. What's that about?,1,911,632
8337311,"Functions, Procedure & Triggers - how are they different, and when to use?",2,3921,632
8346809,counting rows returned from a query,2,2120,632
8414507,How to do I update existing records using a conditional clause?,2,2679,632
8840126,Is there a MySQL version of Oracle's %TYPE,2,1594,632
10819159,Download Adfm.jar for oracle 11,1,629,632
11165169,Oracle to_dsinterval not working,0,368,632
11318443,Disabling the edit button in grid view when with the help of date field condition using asp.net,0,510,632
12505049,The magic of DUAL,1,1534,632
12864946,Update CLOB Column to NULL,0,870,632
14742611,one oracle database user or multiple users used in asp.net,2,3576,632
15093675,"Multiplying column by value returns ""not a single-group group function"" error",1,2205,632
16054300,Need to Sum the Values and then Minus Credit and Debit Note in Oracle,4,1937,632
17136188,Oracle: First occurrence of a particular character in a string,0,477,632
17495868,Zend Php ORA-02391,0,619,632
18762759,SQL Query for below,3,1788,632
18811416,Several subqueries to WITH table in Oracle,1,3953,632
19359309,Install oracle 11g2r2 driver for nodejs 0.10.20,1,655,632
20186965,Application is getting stuck at hibernate txOracle.commit();,1,3935,632
20467400,Oracle SQL updating HUGECLOB,4,1439,632
21751604,Create users with pl/sql procedures,1,1179,632
22011473,PHP - PDO - Oracle and Phonegap: SESSIONS_PER_USER limit error,1,1596,632
22079432,How to execute query as specific user in Oracle,4,2996,632
22382222,Tuple constraint,1,851,632
22465698,How to both send and receive Oracle collections via jdbc,0,3939,632
23810609,Reading XML from Oracle DB as column2 for each row,1,1246,632
23866636,the parameter form in Oracle Reports 11g do not display when run from Oracle Forms 11g,1,1118,632
24692437,Set oracle user password expiry/grace period,2,2283,632
24997428,Why do you use Cursor in SQL Server?,3,3626,632
25335813,Fetching rows at extremely high speed,3,3958,632
25427954,Oracle Sql Statement for unique timestamp for each row,1,3941,632
25532124,Using Oracle Data Modeler to generate an ERD and running into an issue,1,1393,632
25572199,SUM of rows with max date,2,1819,632
25729225,Oracle from Java. CallableStatement and Null for object parameter?,1,3526,632
27045605,Debugging PL/SQL using Oracle SQL Developer,0,706,632
27819434,TO_CHAR only considering dates while comparing two time stamps?,1,1317,632
27885393,sales tracker return cost from query,0,1620,632
28302817,Convert string to date in Oracle SQL,4,2133,632
28831114,Split a row based on a value,2,2545,632
28837523,java.sql.SQLException: ORA-00933: SQL command not properly ended when using getGeneratedKeys,1,3108,632
29747882,character to date in oracle sql,1,1078,632
31985306,Alter Column from a date to accept systimestamp,1,2073,632
32295474,Link to download Oracle SQL*plus 8.0,1,1180,632
32471669,How to convert Varchar to Date?,1,1152,632
33172738,When to re-raise the same exception in Oracle,2,3950,632
33208704,Turn to multiple records,0,910,632
33641116,concatena two columns Oracle,0,586,632
34339380,Effective handling java.sql.SQLException: ORA-04068,1,3944,632
34528305,InvalidMappingException: Could not parse mapping document,1,3938,632
35625626,Access is denied when creating file using BIPublisher,1,3942,632
35848190,How to get DBLink name in ODI KM,1,938,632
36482503,Use a variable in a basic select in Oracle,1,1507,632
36680617,Oracle SQL - Subtracting Date types,1,1184,632
37030724,oracle sql - how to get columns which contain string or null,2,1123,632
37141415,Excel gets strange characters when importing data from Oracle DB,1,1767,632
37509766,"Oracle nvl, nvl2 and nullif functions",0,626,632
