question_id,title,answer_count,text_length,cluster_id
308,Is there a version control system for database structure changes?,21,3930,303
37586,Consuming web services from Oracle PL/SQL,4,3598,303
122302,"As System in Sqlplus, how do I query another user's table?",3,1553,303
272779,What is the difference between Oracle Streams and Change Data Capture?,2,2514,303
466963,Is it possible to kill a single query in oracle without killing the session?,3,3804,303
802564,ADO.NET OracleCommandBuilder performance issue,1,1321,303
859039,Oracle compile view sql,0,520,303
895839,Is there an easy way to convert HTTP_ACCEPT_LANGUAGE to Oracle NLS_LANG settings?,2,3914,303
952809,Oracle Financials GL Import,1,1056,303
1129423,Is it safe/possible to delete code from the table dba_source in Oracle 10g?,1,813,303
1148169,Invalid cursor state when attempt to close,3,3953,303
1192265,Local Temporary table in Oracle 10 (for the scope of Stored Procedure),3,3925,303
1437474,Tool for code Navigation in PL/SQL,6,3766,303
1444401,Data migration process for an application whose architecture is changing?,1,3290,303
1646953,How does one cheaply validate the existence of a column in a table in another schema with Oracle?,2,3128,303
1890310,How do I change my password in multiple Oracle databases?,7,3938,303
2193162,ORACLE - Temporal change in archivelog mode,3,1662,303
2196207,What is the most Oracle compatible open source DBMS?,2,894,303
2514404,How to insert a data field into an empty table,1,982,303
2516384,How to handle Oracle Stored Proc with ASP.NET and Oracle Data Provider?,3,3924,303
2960512,Why is PHP's OCI8/Oracle oci_bind_array_by_name not working for me?,1,1949,303
2961036,'ORA-01031: insufficient privileges' error received when inserting into a View,3,3917,303
3258457,What datatype should I bind as query parameter to use with NUMBER(15) column in Oracle ODBC?,1,3903,303
3584542,Oracle connection prioritizer,1,1402,303
3793332,Where I can get oracle from builder 6?,2,1187,303
4052195,How well do PHP and Oracle fit together in an enterprise setting?,1,1500,303
4082310,Oracle Create View issue,1,697,303
4256142,oracle-undo tablespaces,2,986,303
4561620,Oracle to SQL Server stored procedure & function converter,2,1083,303
4564689,CREATE Oracle Procedure,2,2537,303
4644039,Language recognizers in Oracle,1,1170,303
4865867,Including pipe running Oracle sql from DOS batch script,3,1369,303
5011414,Is the password case senstivie when given to OCIAttrSet with OCI_ATTR_PASSWORD?,1,1055,303
5054803,"Oracle JDeveloper, JSF include javascript",1,618,303
5283012,Enterprise Architect Oracle long field column properties,1,1176,303
5320475,Oracle database mirroring,1,1378,303
5411070,Error handling in Oracle stored procedure,3,1767,303
5682189,"error with oci_fetch_array, can retrieve data from oracle by php",1,968,303
5815879,Oracle-Drools integration possible?,2,1467,303
6610033,Oracle imp and exp commands,1,1059,303
6664788,Oracle apex create page that does not use page 0 master template,1,465,303
6761766,tcl utf-8 characters not displaying properly in ui,1,3542,303
6793681,Accessing Data from Stored Procedure using CallableStatement,2,1739,303
6859248,Binding Data from the Database to a Dropdown List in .NET,3,3433,303
7170519,Proper Oracle data type for Java Object,0,313,303
8054622,Passing user defined TABLE type to stored Oracle function,1,955,303
8610517,Trying to replace dbms_xmlgen.xmlget with sys_xmlagg,1,2722,303
8750746,Table does not show up in another schema,1,980,303
8856788,Running into string constant size limits in insert statements with Oracle,1,3081,303
8988527,Oracle External Tables Date Error,1,3962,303
9410037,How can I pass a table or table-valued parameter from SQL2008 to Oracle Procedure via Linked Server?,1,748,303
9704152,How to read the Austrian Robinson list with PL/SQL,2,1407,303
10288520,Oracle: copy a role from one database to another?,0,284,303
10598778,Avoiding error rows during Oracle dump import,2,1770,303
10925178,Oracle Date Literal [DD-MON-RR HH.MI.SSXFF AM],1,2580,303
11104135,ORA-01008: not all variables bound (Delete Event on ASP.net Gridview),2,2742,303
11315781,getting Oracle materialized view to refresh,2,3574,303
