question_id,title,answer_count,text_length,cluster_id
308,Is there a version control system for database structure changes?,21,3930,532
38074,Best way to handle LOBs in Oracle distributed databases,4,1814,532
1076011,How can multiple rows be concatenated into one in Oracle without creating a stored procedure?,4,3654,532
1122226,Problem with Oracle Sql Loader control file,1,1570,532
1125247,NHibernate Transaction fails with Insert and Update on Oracle,1,3934,532
2130907,How to combine IN operator with LIKE condition (or best way to get comparable results),4,2881,532
2854257,SQL - How to select a row having a column with max value,9,3939,532
3949702,Simple regular expression in Oracle,1,919,532
4451862,oracle express application builder is not shown,3,1203,532
4512367,how to configure oracle listener when server & client are on same box,1,1749,532
4699332,oracle plsql select pivot without dynamic sql to group by,2,3938,532
5859106,"How to drop more than one constraint at once (Oracle, SQL)",3,1757,532
5873051,"How to solve ORA-02014: cannot select FOR UPDATE from view with DISTINCT, GROUP BY",0,1066,532
6263437,problem storing image as blob to Oracle database,1,1108,532
6600445,First two salaries in each department,3,2369,532
8605763,Oracle Audit - DDL/DML not on. System Events on. How to turn all on?,1,786,532
9277557,Bulk Update from one table to another,2,3709,532
10870787,oracle pl/sql DBMS_LOCK error,5,3966,532
11090932,How to update a TIMESTAMP column to TIMESTAMP WITH TIME ZONE in Oracle,2,2829,532
11310579,Zend cannot connect to Oracle,1,2295,532
12201914,How to get the correct result in the sql query?,2,1938,532
13471988,Oracle PL/SQL: ORA-06502 error when assigning a string to a raw variable,1,889,532
13479465,Oracle dbms_xmldom.ISNULL what's the difference in 10G and 11G?,0,789,532
14282201,select data with count of a phrase in sql,3,3954,532
14495714,How does numeric comparison on Oracle VARCHAR column work?,2,3937,532
15000205,tracking member change history on oracle,1,3600,532
15211245,"SQL cross join query slower than expected, refactoring ideas needed",1,3928,532
15486956,ORA-04079: invalid trigger specification Oracle,1,625,532
16493474,Using DateDiff() in Oracle,2,2527,532
16584414,SQL Select statement to present data multidimentional,1,2308,532
16949874,Is it safe to remove data from all_tab_privs and how,0,1863,532
16967199,Fetch MULTIPLE ROWS and STORE in 1 VARIABLE - ORACLE STORED PROCEDURE,4,3680,532
17013487,Display PL/SQL function warnings,2,3118,532
18325570,SUM in Oracle: return NULL only when all fields are NULL,2,2103,532
18567644,dynamically calling procedure in oracle,1,1583,532
18575339,sql select data with multiple arguments,1,2818,532
18899507,Script file with multiple commands,1,917,532
19302780,Generating primary key based on maximum value,2,2559,532
20383370,How to drop overloaded functions in Oracle?,1,1815,532
21671697,Fetching data from tables whose names are stored in a table?,3,1353,532
22469645,Migrate Mutliple Columns to Single Column Object Oracle SQL,1,1232,532
22761030,"Oracle how to ""hide"" table for other users",2,955,532
24844332,write a SQL query to retrieve third row from the table in ORACLE database,2,2020,532
25425965,How to change a Filter to access in explain plan in Oracle,1,2592,532
25544873,Oracle ROLLBACK not returning data,1,3961,532
26284458,order of a record in oracle,2,3968,532
26376013,Sybase ASE to Oracle Database replication,0,2007,532
26394157,Loop through groups of records in Oracle SQL procedure,0,1654,532
26889053,Date Difference Query,1,915,532
27132928,python fetchmany not working with oracle cx_oracle,0,2121,532
27972033,SSRS Connection Properties for Hyperion Essbase,1,1199,532
28044474,How to disable a multi-row push button for all rows except the current one in Oracle Forms?,0,1222,532
28096449,SQL: Finding all employees hired on a specific day of the week,1,1152,532
28294559,How to assign foreign key in Oracle 10g?,1,971,532
28343670,"how to drop a user in oracle,Unable to drop a user",0,524,532
29116396,Workaround for ORA-00997: illegal use of LONG datatype,2,3423,532
29237195,Select multiple records as multiple columns in SQL,2,1310,532
29480768,OracleManagedDataAccess does not retrive strings from stored procedure parameter,1,3915,532
29902268,Nested Case Statement in SQL,1,3052,532
30217201,RSSL_PAD_ISO10126 Padding method in php,1,2661,532
30318794,CASE Using CASE Statements to check for Null or Empty value,3,2053,532
30392944,oracle 11g Thamaterialized views against another view,1,2230,532
30724369,How to trim/substr from varchar when decimal place found in oracle?,3,1267,532
30963191,How to design task assignment system?,1,3958,532
31248120,Select and display data as column header,2,3805,532
32683171,WHILE loop math logic,0,813,532
32968105,Expression is of wrong type -Oracle error,0,499,532
33597136,Incremental load for Updates into Warehouse,1,2320,532
34139735,Oracle 12c EF6. Compare DateTime stored as TimeStamp,0,2083,532
35637296,Creating an Oracle trigger on table insert,1,1884,532
36058914,Run stored procedures parallely,2,2393,532
36134202,Classic ASP - PL/SQL mathematical operations with VARCHAR2,1,3222,532
36406765,Oracle Trigger after delete,1,1590,532
36424716,Find min(sal) along with employee name SQL Oracle,3,1894,532
36565198,Oracle SQL . Count based on two columns,1,1843,532
36686391,PHP connection to Oracle,0,922,532
36755138,Enforce the user to enter a year,1,1020,532
37728469,Removing new line and tab in a oracle database table column,1,3244,532
37849590,"How to find the table having number of procedures , functions, view, indexex, triggers in oracle?",1,540,532
37978713,I want to create my own tables in it and work on them,1,2249,532
38051625,oracle group by different transaction ID,2,2254,532
38301487,SQL LOADER ERROR ON FIRST RECORD,1,2992,532
39515440,Bash For loop logic in oracle sql,2,1765,532
39727275,Trying to Create a table but getting error,2,666,532
39786556,Cursor inside IF() Then,2,3495,532
41388065,How to see error logging done by Oracle's DBMS_PARALLEL_EXECUTE Utility ?,1,601,532
41402444,"Using Oracle ""Create User"" command does not automatically create an associated schema",1,3910,532
41477825,Oracle creating Database link,1,2992,532
41749765,ORA-64451: Conversion of special character to escaped character failed,1,2606,532
41946099,"Grant ACL Network access, Grant ACL Network access",1,2169,532
42090440,Setting up .net site in IIS 8.5 (AWS),0,3958,532
42620002,How can compute monthly average price of an invoice in ORACLE (Varray&loop),2,3920,532
42760286,How do I distinct a full row based on a value in the column in Oracle?,2,3925,532
43201218,Filter field in oracle,1,900,532
43710520,In SQL inner Join do we always check for equality?,3,3931,532
44320555,PL/SQL returning a list in a CASE statement,1,1642,532
45235853,Incorrect Date format error,2,1503,532
45284753,how can i resolve-oracle-11g-xe using eclipse,2,3950,532
45338202,How to enable monitoring in Oracle Service Bus 11g?,1,2238,532
45819176,There are a lot of null value at Oracle Case,1,1984,532
46511181,How to keep content of oracle view v$sql more time?,1,423,532
46992194,Oracle 10g Forms Connection error 500,0,2659,532
