question_id,title,answer_count,text_length,cluster_id
308,Is there a version control system for database structure changes?,21,3930,373
120900,How to check if a trigger is invalid?,2,871,373
192655,"What does it mean to ""register system events... with Oracle Internet Directory""?",1,1486,373
209128,Compare and Contrast Change Data Capture and Database Change Notification,2,2129,373
251060,An example for using DBMS_AQ.POST and explanation of its utility,1,1662,373
261068,notification when alter occurs on oracle database,3,1407,373
265122,How to find out when an Oracle table was updated the last time,11,3933,373
272779,What is the difference between Oracle Streams and Change Data Capture?,2,2514,373
337335,Oracle table change monitor,1,2674,373
551987,How do you read the Oracle transaction log,1,547,373
790420,OracleDependency not firing event,2,1641,373
1265663,How to set dependency to an Oracle Datatable,2,2433,373
1366851,How do I find out if an oracle database is set to autocommit?,3,2843,373
1831723,Tool for monitoring SQL query results needed,3,3693,373
2140216,Can I detect the version of a table's DDL in Oracle?,3,2190,373
2140313,Column-level privileges vs. legacy application,0,798,373
2146211,Suggestions for an Oracle version control system,3,3947,373
2155029,Know if a record is updated within Oracle?,3,2454,373
2210835,How to update a database remotely?,2,1385,373
2235192,Oracle: when was my table modifed?,0,295,373
2266917,SQL Server-style Change Tracking (auditing) for Oracle,1,456,373
2288938,How to instrument Oracle 10g to get table access metrics?,2,2248,373
2520776,Notification in case of data changes in SQL and Oracle,0,554,373
2582479,Dequeue notification table in Oracle,0,527,373
2825007,Oracle : Getting Notification when table gets new data's,2,1100,373
2880542,Free tool to watch database for changes?,5,3196,373
3085339,Is there a way to troubleshoot change notifications in Oracle?,1,1367,373
3858416,Is there a native oracle capability where apps can hook on to receive updates?,2,1572,373
4453428,Is there a way to use DBMS_Alert to notify a Winform application of a database change,3,3373,373
4774051,database design for notification settings,1,2526,373
4852641,Perceiving objects accessed/updated by DML in Oracle,1,1498,373
4966628,Oracle (Continuous Query Notification) - way to get more data in a CQN notification?,2,1577,373
5313316,How to send data when using Oracle Change notification from Data Access layer to Application layer,2,1163,373
5481811,What should be approach?,1,1334,373
7307443,odp.net db change notification,1,2177,373
7316865,Multithreading on a database using oracle and mysql,3,2375,373
7416469,SQL Developer setting for Feedback,1,558,373
7461573,Oracle Database Change Notification and ROWID's,1,3948,373
7727523,Perform .NET Action on Database Change,4,3957,373
8015641,Call Java program from Oracle database trigger,1,1117,373
8172214,ODP.NET Query based notification in Oracle,2,3953,373
8473302,Ping a table in the database with Java,1,2181,373
8567268,Email notification on events - Oracle Queue,4,2654,373
8600354,How will my java come to know if anything gets updated in database?,1,1270,373
8875720,check date database and execute,1,1334,373
9264953,Check if a database is running or not using Java,2,3323,373
9278469,Oracle 11g RSS feed,0,586,373
9621095,Continuous Query Notification is automatically unregistered,3,3058,373
9664542,JDBC event subscribe Oracle,0,270,373
9806584,Oracle JDBC: Resuming a Database Change Notification Registration,1,1619,373
10133757,Oracle database: DBMS_ALERT usage with java application,1,2319,373
10487420,Database Message Queues,1,565,373
