question_id,title,answer_count,text_length,cluster_id
308,Is there a version control system for database structure changes?,21,3930,782
3589,Backup SQL Schema Only?,6,2127,782
29744,How do you manage schema upgrades to a production database?,7,3936,782
41838,Black Box testing software,6,2092,782
47366,SQL Compare-Like tool for Oracle?,2,1454,782
269145,Oracle - side-by-side schema update technology...is there any?,3,3243,782
499171,Migrating an Oracle database with a C# application attached to it: How to manage database migration?,3,3895,782
540617,Best way to test a Delphi application,3,2780,782
560273,How to compare Oracle XML Gateway Message Designer maps? (.xgm),1,1968,782
706026,"How do you work on Oracle packages in a collaborative, version-controlled environment?",7,3909,782
859039,Oracle compile view sql,0,520,782
870528,Scripting out Oracle objects,3,1477,782
936576,SQL Server 2000/2005 - Maintaining Development Version and Production Version,1,1220,782
971792,Is there an easy way to backup Oracle SQL Developer's User Snippets?,7,2649,782
995223,Error handling and data integrity when changing table schema,4,3935,782
1150667,Track changes on a database,1,2340,782
1161116,Version configuration from SQL,1,3965,782
1262534,"Oracle DDL/DML script, PL/SQL in Source Control",6,3948,782
1277085,version control for Oracle 10g Express,2,1166,782
1296835,Automated Oracle Schema Migration Tool,5,3474,782
1420139,How do I detect Oracle XE?,2,1198,782
1696430,Implementing user-defined db parameters/properties in Oracle,4,3733,782
1717048,Database source control with Oracle,9,3960,782
2052377,Oracle DB versioning scheme,4,1737,782
2146211,Suggestions for an Oracle version control system,3,3947,782
2231448,Errors in database migration scripts,2,3972,782
2329597,Build automation for Delphi + Oracle,3,3959,782
2404540,How should I migrate DDL changes from one environment to the next?,4,3929,782
2469905,Providing multi-version databases for backward compatibility for production applications/databases,0,731,782
2668094,How to (unit-)test data intensive PL/SQL application,4,3943,782
3111451,Creating migration scripts from the legacy model to the current one (being under development),2,3885,782
3130574,Any tools to export the whole Oracle DB as SQL scripts,4,2878,782
3372546,Oracle updating database with scripts - automation,2,3945,782
3576475,Is there a good way to verify if a database schema is correct after an upgrade or migration?,3,3535,782
3833995,Loose coupling among objects within oracle schema,2,3695,782
3860636,Strategy for updating data in databases (Oracle),1,2344,782
4034998,Migrating and Backing up Schemas (complex database structures),3,1975,782
4081328,Building Oracle DB; Good Directory Layout,4,3954,782
4114476,Testing stored procedures using MSTest (.Net),1,2373,782
4340214,"Oracle: Adding, renaming, and dropping columns on live database",4,2371,782
4852641,Perceiving objects accessed/updated by DML in Oracle,1,1498,782
5142319,Options for generating create scripts for all objects in Oracle schema,2,1862,782
5178116,Is there a way to override code generator for DataSet?,0,299,782
5816588,"Is there something like a ""column symlink"" in Oracle?",5,3942,782
5889260,Using Schema Compare for Oracle to create deployment script,4,3001,782
6312099,How to achieve test isolation testing Oracle PL/SQL?,4,3943,782
