question_id,title,answer_count,text_length,cluster_id
308,Is there a version control system for database structure changes?,21,3930,385
41838,Black Box testing software,6,2092,385
33903,Formatting Stored Procedures,2,2125,385
47225,How would you migrate hundreds of MS Access databases to a central service?,5,3920,385
47366,SQL Compare-Like tool for Oracle?,2,1454,385
106323,SQLPlus settings to generate tab-separated data file,4,2374,385
152441,Unit testing for PL/SQL,7,2095,385
196171,Oracle 10gr2: prevent any dates that fall on a Sunday?,0,178,385
200056,Connecting to an Oracle database on the command-line without using the Oracle client software?,4,1572,385
208236,Does oracle allow the uncommitted read option?,4,3949,385
230248,How to read the PL/SQL code in an Oracle Forms .FMT file?,4,3938,385
288755,Print from a windows App - data from an Oracle DB on Linux,1,1242,385
304716,IDE for Pl/SQL development,8,3969,385
404581,Free SQL Query generator tool for oracle database?,1,381,385
515532,Porting an application from Oracle 9 to Oracle 11 - gottchas?,4,3474,385
556325,PostgreSQL management and monitoring,4,2722,385
718239,"How can I practice my SQL Server, Sybase, and Oracle skills on a linux box?",1,855,385
721556,Oracle 10g - optimize WHERE IS NOT NULL,6,3836,385
756208,oracle jdbc driver version madness,1,2378,385
825072,Informix to Oracle: Dealing with Fetching Null Values,3,3942,385
885187,Data Logging with Oracle (or any RDBMS),1,1649,385
922923,when will oracle discontinue the 9i database?,2,1072,385
1006186,How to install Java class on Oracle on Solaris,2,2642,385
1028956,MODIFY COLUMN in oracle - How to check if a column is nullable before setting to nullable?,2,3033,385
1038991,What's a quality development environment for writing Oracle SQL?,11,3931,385
1101390,Oracle SQL Developer: sharing configuration via Dropbox,3,3110,385
1142889,planning for oracle takeover of sun - farewell mysql?,5,3888,385
1190293,How to distribute a .NET Windows Forms application that talks to Oracle?,0,891,385
1277085,version control for Oracle 10g Express,2,1166,385
1369686,Recommendations on a sql comparison (schema & data) tool that supports both Oracle and SQL Server?,1,1293,385
1392569,Oracle10g database/table Tuning,3,3580,385
1474535,Best way/technology to implement a generic archive process,5,3937,385
1482596,build oracle sql query dynamically from java application,2,3939,385
1496680,What is the perfect toolbox for PL/SQL development?,5,3944,385
1648825,Freeware tool for PL/SQL development,2,1671,385
1717048,Database source control with Oracle,9,3960,385
1758409,"SQL ""Join"" on null values",11,3970,385
1794563,SQL Date Format,4,1635,385
1824572,How to shrink temp tablespace in oracle?,5,3955,385
2043098,View in Oracle to display rows from last weekday,2,1382,385
2157595,Format Describe In SQL*Plus,2,1449,385
2233856,Oracle Forms 6i crashes with 0xC0000005 at start after installing patch 19,2,3921,385
2329597,Build automation for Delphi + Oracle,3,3959,385
2343339,Java Date Hibernate cut off time,9,3920,385
2461682,Oracle table fragmentation,1,1350,385
2626798,Alternatives to connect to ORACLE database server without install the Oracle client,3,3174,385
2684090,Greatest not null column,1,884,385
2896265,Oracle thin driver vs. OCI driver. Pros and Cons?,2,1627,385
2958131,Where can I download Oracle 9i Personal Edition for Linux (or Windows 7),2,677,385
2963092,How to modernize an enormous legacy database?,10,3950,385
3086083,PL/SQL base conversion without functions,4,3367,385
3131784,Oracle select query performance,2,2152,385
3133908,select * math operations,2,983,385
3222531,Good Oracle database development and management tool on Windows,4,2026,385
3468301,comparing current day of Date type with Varchar day column in Oracle,2,1376,385
3496948,Is there a free GUI management tool for Oracle Database Express?,8,2698,385
3507008,Advanced tutorial on analytic functions in Oracle/SQLServer,2,2336,385
3633238,How to use Oracle 11g client?,1,639,385
