question_id,title,answer_count,text_length,cluster_id
308,Is there a version control system for database structure changes?,21,3930,609
112812,Accessing URL parameters in Oracle Forms / OC4J,1,902,609
122302,"As System in Sqlplus, how do I query another user's table?",3,1553,609
466963,Is it possible to kill a single query in oracle without killing the session?,3,3804,609
515532,Porting an application from Oracle 9 to Oracle 11 - gottchas?,4,3474,609
870528,Scripting out Oracle objects,3,1477,609
895839,Is there an easy way to convert HTTP_ACCEPT_LANGUAGE to Oracle NLS_LANG settings?,2,3914,609
1129423,Is it safe/possible to delete code from the table dba_source in Oracle 10g?,1,813,609
1192265,Local Temporary table in Oracle 10 (for the scope of Stored Procedure),3,3925,609
1232969,Oracle Broken Sequence,2,1051,609
1244804,Where can I query an oracle databases' case-sensitivity?,1,442,609
1246360,ORACLE How to use spool with dynamic spool location,3,3756,609
1441550,What permissions should Developers have in the Dev database instance,7,3927,609
1444401,Data migration process for an application whose architecture is changing?,1,3290,609
2071456,Oracle OCI: Query with Date field,4,3962,609
2196207,What is the most Oracle compatible open source DBMS?,2,894,609
2385322,ORA-01001: invalid cursor,0,579,609
2514404,How to insert a data field into an empty table,1,982,609
2960512,Why is PHP's OCI8/Oracle oci_bind_array_by_name not working for me?,1,1949,609
3258457,What datatype should I bind as query parameter to use with NUMBER(15) column in Oracle ODBC?,1,3903,609
3584542,Oracle connection prioritizer,1,1402,609
4052195,How well do PHP and Oracle fit together in an enterprise setting?,1,1500,609
4082310,Oracle Create View issue,1,697,609
4380374,Oracle as our new ERP solution,0,297,609
4536883,export PDF from report directly,2,2072,609
5320475,Oracle database mirroring,1,1378,609
5428872,Multiple table export in oracle,1,1846,609
5682189,"error with oci_fetch_array, can retrieve data from oracle by php",1,968,609
5722295,"Hibernate ""could not get next sequence value"" oracle",2,2213,609
6680228,Managing Oracle Synonyms,2,3197,609
6793681,Accessing Data from Stored Procedure using CallableStatement,2,1739,609
6859248,Binding Data from the Database to a Dropdown List in .NET,3,3433,609
7349635,Help me create a test stub for ABCS requester,1,2206,609
8022831,Grails: specifying classpath for hsqldb,0,1476,609
8054622,Passing user defined TABLE type to stored Oracle function,1,955,609
9505369,How do you convert from scientific notation in Oracle SQL?,4,3937,609
10182725,Is it possible to configure Oracle session/connection to automatically uppercase strings?,1,1439,609
10925178,Oracle Date Literal [DD-MON-RR HH.MI.SSXFF AM],1,2580,609
12931061,How to get oracle NUMBER with syncdb,1,1260,609
12950212,"BIN$ tables without ""recycle bin""",2,1835,609
13323165,Oracle sequence for a primary key field doesn't retrieve the currently inserted value in Hibernate,1,3954,609
13531576,Oracle: export a table with blobs to an .sql file that can be imported again,5,3919,609
14876122,oracle scheduler to rename interval partitions,1,3949,609
15616229,Symfony 2 Doctrine Oracle schema sync,1,1961,609
15939337,python encoding issue or oracle issue,0,1198,609
16863879,Oracle database schema using SQLAlchemy,1,2465,609
16930180,Oracle to Drupal 7 data manipulations,1,752,609
17175243,Hibernate id returns clasCastException,1,1768,609
17778759,Oracle 11gR2 MView refresh failing,0,1854,609
18312168,How to drop package when object locked?,1,1815,609
18567575,How to get checkbox checked value from Treeview in c#?,2,2960,609
19996077,Data from oracle in utf-8 with php,3,2316,609
20041093,Stored procedure in oracle sql,2,3965,609
21112816,all Values are not inserted in database,3,3956,609
