silhouette,dbi,chi,dunn,cohesion,separation,cosine_intra,cosine_inter,singleton_ratio,K,variant
0.029242182,3.8459399386606066,623.6863074737482,0.19507095217704773,1.1865920117191258,0.7542486190795898,0.5335743689265788,-0.006958289701110011,0.0,100,kmeans
0.022653433,3.863294150113893,362.7969338881269,0.20088499784469604,1.1558198300627431,0.8002033829689026,0.5637398399937925,-0.002130598665197013,0.01,200,kmeans
0.014247394,3.8897065306058334,262.28018225212503,0.1921737790107727,1.137961772370839,0.8224297761917114,0.579935668470111,-0.0009449516646095044,0.01,300,kmeans
0.012357001,3.7937001394143386,207.6332973228215,0.18378876149654388,1.1243929269102364,0.8508903980255127,0.5907812514795536,-4.9891998673466475e-05,0.03,400,kmeans
0.006026089,3.79562109990121,173.90998407488402,0.17143067717552185,1.1140527018164519,0.8554155826568604,0.599823836853546,0.0008333622405224631,0.02,500,kmeans
-0.0014271429,3.7523188098460256,149.18838600913077,0.19065254926681519,1.1091844610984551,0.8769490718841553,0.6056331846460209,0.0009867297166444426,0.03833333333333333,600,kmeans
-0.0030587127,3.712107036200731,131.3626698266809,0.165800541639328,1.1037781338306605,0.888752818107605,0.6109320589286755,0.00048622657155297355,0.03857142857142857,700,kmeans
-0.0072583337,3.737565294806353,118.26336198724034,0.1748037040233612,1.0953241916687648,0.8874096274375916,0.6165977442009685,0.0009211851152312416,0.03125,800,kmeans
-0.0097663775,3.727828479946736,107.06576097745466,0.17375251650810242,1.0908524879094825,0.8944251537322998,0.6202264769445734,0.0009251055120651617,0.03333333333333333,900,kmeans
-0.013072141,3.692179246442692,98.22379825673954,0.17508503794670105,1.0870740480438503,0.9051157236099243,0.6240337749278815,0.0009294822083167047,0.039,1000,kmeans
-0.016221188,3.6889534499364167,90.64296738981842,0.17620736360549927,1.0817780410666455,0.9069780111312866,0.627103846487751,0.0016974286339365005,0.03363636363636364,1100,kmeans
-0.01617064,3.6215841616859294,84.33021865972911,0.18191546201705933,1.0803007338148771,0.9182764291763306,0.629995458995786,0.0007565523585170236,0.04833333333333333,1200,kmeans
-0.017229749,3.6107514680954873,78.82226446504613,0.17418983578681946,1.0748849496766775,0.9203911423683167,0.6325531576317163,0.0015093568775796534,0.03923076923076923,1300,kmeans
-0.020299776,3.5518361672951286,74.10736967646802,0.1737401932477951,1.074013241952736,0.9331874251365662,0.6350391721374761,0.0011177858611983726,0.05714285714285714,1400,kmeans
