question_id,cluster_id
308,138
594,372
2688,232
3589,138
3798,345
8145,228
12855,414
12877,527
10499,572
9932,345
11055,668
14698,513
20081,371
18717,512
16568,296
22704,440
23472,221
20811,345
28009,500
26002,590
30062,332
33204,364
27562,579
29699,232
28922,443
30775,688
31885,590
30790,652
37586,333
36813,328
29744,138
38801,512
41838,580
42483,97
36825,88
33903,26
39576,390
39438,221
43866,4
47225,221
38435,108
39777,53
42386,260
41781,438
47279,221
43819,204
40586,669
44005,22
38014,238
44224,221
49602,468
38074,71
48486,221
46380,246
47366,138
19058,356
26746,516
51092,543
52239,397
53365,163
53316,349
43808,317
49355,368
51264,454
51470,515
53379,291
53676,94
55342,98
55899,323
56591,644
57878,490
57179,265
58831,424
56895,556
58540,131
59232,173
59303,641
64875,570
61963,379
62876,81
64781,213
65447,185
67557,323
66542,26
67666,596
69230,346
70170,368
70072,26
70602,112
69764,26
70742,198
71563,4
70721,509
73037,621
72151,70
74010,371
73751,690
73607,527
75267,96
75959,652
79241,647
78952,112
78626,26
79229,328
79266,538
80612,688
81587,147
83040,222
83130,186
83122,466
81448,462
82047,565
83050,247
82235,351
83068,509
83856,601
83991,152
84782,544
83807,278
82644,112
83967,60
84661,240
85006,361
85978,278
85804,60
86987,299
86684,156
85675,612
87230,94
87769,170
87883,382
87603,544
87877,53
89696,581
89320,307
93539,648
95578,205
95950,167
96945,93
101033,603
101184,198
101046,653
101834,221
104066,566
102477,538
102881,190
104791,156
105836,360
103389,297
106323,526
111440,222
114910,276
112812,131
115503,93
116173,652
116639,81
117248,587
116525,131
116760,336
116522,273
117512,53
116938,302
118367,185
119011,580
118190,232
120001,185
120504,304
119540,221
120900,528
121387,484
122302,488
121350,652
122736,290
122772,476
123421,221
123039,182
121631,159
122215,580
122909,77
126421,221
126188,221
126652,285
126720,688
128232,250
129046,500
128527,52
128623,489
131164,576
130500,166
131142,666
132409,550
133993,282
134456,261
134958,45
136034,354
137497,99
138747,266
140153,240
139909,88
140643,488
141232,647
142211,397
142868,230
144175,36
144113,374
144200,252
144167,591
143872,213
147921,26
148136,384
149078,647
148262,94
148648,323
150177,307
151190,582
152837,232
152435,240
152537,491
152441,580
153151,437
153095,368
