question_id,cluster_id
308,486
594,902
2688,123
3589,145
3798,316
8145,742
12855,33
12877,240
10499,4
9932,316
11055,296
14698,371
20081,756
18717,657
16568,751
22704,447
23472,874
20811,162
28009,447
26002,594
30062,525
33204,898
27562,60
29699,802
28922,619
30775,848
31885,876
30790,738
37586,286
36813,246
29744,486
38801,803
41838,74
42483,840
36825,589
33903,677
39576,689
39438,842
43866,177
47225,221
38435,46
39777,134
42386,35
41781,157
47279,874
43819,403
40586,544
44005,589
38014,228
44224,874
49602,751
38074,788
48486,842
46380,245
47366,486
19058,804
26746,776
51092,223
52239,311
53365,152
53316,27
43808,193
49355,653
51264,279
51470,952
53379,309
53676,328
55342,31
55899,41
56591,818
57878,8
57179,669
58831,793
56895,800
58540,274
59232,282
59303,553
64875,871
61963,782
62876,441
64781,879
65447,286
67557,229
66542,677
67666,592
69230,143
70170,653
70072,842
70602,669
69764,677
70742,762
71563,677
70721,555
73037,174
72151,988
74010,476
73751,172
73607,904
75267,816
75959,384
79241,8
78952,842
78626,808
79229,246
79266,363
80612,989
81587,55
83040,366
83130,222
83122,754
81448,566
82047,277
83050,346
82235,844
83068,555
83856,489
83991,485
84782,886
83807,743
82644,738
83967,59
84661,549
85006,413
85978,743
85804,38
86987,408
86684,110
85675,116
87230,742
87769,929
87883,46
87603,886
87877,134
89696,845
89320,478
93539,266
95578,644
95950,650
96945,63
101033,886
101184,159
101046,941
101834,172
104066,828
102477,363
102881,508
104791,110
105836,453
103389,91
106323,607
111440,366
114910,961
112812,274
115503,63
116173,738
116639,660
117248,330
116525,129
116760,933
116522,69
117512,134
116938,133
118367,1
119011,117
118190,123
120001,636
120504,194
119540,221
120900,953
121387,495
122302,724
121350,384
122736,499
122772,86
123421,842
123039,217
121631,369
122215,74
122909,259
126421,842
126188,842
126652,92
126720,989
128232,499
129046,703
128527,309
128623,487
131164,760
130500,904
131142,874
132409,880
133993,336
134456,51
134958,282
136034,739
137497,778
138747,971
140153,486
139909,589
140643,724
141232,8
142211,228
142868,333
144175,676
144113,932
144200,880
144167,746
143872,828
147921,452
148136,649
149078,33
148262,328
148648,41
150177,478
151190,290
152837,123
152435,463
152537,685
152441,74
153151,58
153095,653
153815,52
154722,623
155367,143
156032,617
155334,557
156329,218
156697,982
157845,452
158310,149
158189,521
158571,330
159769,436
161093,949
159721,544
160904,35
162255,742
162762,954
163389,241
163980,486
165365,793
166270,669
167916,726
165105,333
166836,221
167471,933
171868,41
169989,229
172278,708
172948,472
173629,669
174297,70
174595,680
174912,448
175055,132
174727,296
177240,529
177284,705
177752,537
179849,874
179365,46
179839,379
180518,369
181344,977
181272,825
181778,592
182262,89
182534,172
182931,881
182073,132
183021,362
182544,420
183642,621
183963,362
185327,533
185638,452
185621,135
186443,845
186403,566
188118,606
187474,521
187886,69
188099,549
187988,531
189213,11
189557,245
190693,83
193107,578
191640,619
193215,290
192655,753
192756,469
194352,447
195410,143
196247,842
196171,78
197097,971
197033,402
198108,168
198952,676
198551,639
199537,898
198703,845
200056,876
199508,979
200513,470
201185,684
202609,118
203376,677
201288,55
203469,621
202623,33
204336,731
203484,451
202456,672
204549,230
203493,816
205136,593
205160,555
205736,279
205351,238
206055,4
205950,915
205304,157
206222,617
207337,807
207025,451
208666,434
207801,447
208493,901
208236,449
209128,316
208295,765
208811,46
210882,660
211133,845
211959,3
213151,504
212264,8
213476,72
214930,874
216601,842
218561,262
218332,630
219482,468
219982,691
220119,165
222792,229
223238,696
221822,217
221909,53
223096,741
222339,478
223921,371
226016,55
228221,658
230348,43
230085,904
230037,598
230196,965
230248,568
230927,382
231812,598
232961,371
234606,955
234039,792
233870,107
233564,33
234657,71
234622,363
234532,68
238488,917
237327,933
238956,144
239622,298
239934,328
240354,331
240393,859
240046,55
240182,247
240788,499
240341,78
240765,602
241361,4
241622,293
242016,117
243528,134
242771,415
243510,962
244087,631
243790,330
244671,182
246017,598
247090,522
247317,643
248046,962
248761,627
250545,145
249865,326
250816,874
250509,93
250792,41
251060,589
251069,58
251172,531
251409,429
251648,635
251651,239
251902,178
253563,555
253881,522
253971,55
254213,845
254697,578
256700,820
256956,582
257324,710
258134,657
259860,481
260200,661
259943,449
260679,107
261064,157
261924,436
261068,753
262325,336
262278,114
262338,207
263836,277
265122,143
264914,296
265690,942
266546,861
267792,175
268429,818
269093,134
269145,486
269570,553
270127,274
269466,113
270695,658
270552,140
272779,316
271953,522
273929,886
274822,309
277744,805
277665,180
278189,816
278882,886
278871,487
278848,981
282222,891
282067,754
283589,696
282659,598
283061,294
284382,942
284653,330
284344,592
285098,316
285162,39
285394,918
285477,949
286091,677
286946,549
287409,486
286549,178
287563,105
288381,643
288007,26
288402,140
287783,469
288755,343
288988,421
289523,53
291493,621
291172,532
292809,58
294741,734
293600,447
295009,362
294465,377
296097,898
296001,818
296736,592
296263,290
297465,178
297392,990
297671,686
297840,31
299176,368
299760,661
299770,176
299002,286
298648,792
299504,643
303099,329
301817,191
302219,126
301366,274
301369,39
303218,739
303940,482
304716,677
305568,107
304960,876
305349,35
305846,162
305864,930
306433,434
305797,107
308339,761
306871,703
308833,812
308924,444
308793,602
308963,537
307636,260
311184,525
312454,568
313321,473
314307,898
314305,857
315919,177
316812,452
317576,153
317001,330
318665,594
320299,942
320725,848
321455,1
323629,53
323690,479
324178,330
325041,958
325826,371
324044,99
325503,36
325852,919
326425,113
327777,847
330117,4
331073,99
331456,239
331114,555
332492,44
332985,454
333529,162
334625,720
335192,697
337179,942
337305,842
337335,753
337769,995
338609,955
338875,669
341055,230
340139,347
343004,983
343902,152
344225,160
343299,49
346138,90
346033,876
347238,221
347160,725
349845,804
349886,328
350860,478
351657,606
351779,152
351375,478
351489,641
351339,955
353019,99
353322,262
354226,754
354870,743
355102,876
355538,632
356675,873
357328,657
357048,657
358135,339
358004,433
359733,981
360294,308
360154,842
361304,658
361175,557
362556,794
362641,981
364107,225
364867,594
364101,202
365168,828
365238,934
365656,764
369187,99
369266,145
369010,286
369356,778
370425,193
370087,87
370818,699
370813,157
372114,660
371752,536
372401,347
373421,725
373914,83
374924,230
375458,358
375313,27
375768,504
375968,597
377464,129
378299,635
377745,3
377974,262
379164,643
379594,720
379556,346
379643,114
379672,522
380540,954
380694,266
381231,17
382214,473
383783,741
382720,379
383321,387
385656,267
386245,876
386555,41
387342,613
388387,594
389535,687
389692,555
391618,452
391000,984
390945,296
391036,309
392011,706
391292,341
391874,182
393679,281
393678,844
397789,639
397631,92
398664,566
401079,886
400255,715
402119,478
403924,918
404581,677
405679,866
405889,297
407027,871
407639,145
407529,482
411820,557
410951,616
412811,286
414072,583
414541,39
414817,958
415779,938
416292,260
417178,313
417426,357
417305,44
417764,217
418318,984
421973,529
423182,945
425025,842
425029,4
424564,690
426079,958
427448,690
427383,199
427736,376
427447,699
426368,189
429777,995
429684,262
430274,919
429508,814
431076,592
433009,642
433689,874
435114,138
434061,842
435109,52
437506,982
437670,445
438547,966
439138,966
439152,369
439326,64
440135,417
441302,43
441021,628
440779,44
442634,41
442697,240
444243,669
444820,194
444741,555
445455,76
445856,186
447608,508
448077,262
447983,954
448821,816
448618,149
449922,415
450581,372
449882,104
450637,279
451047,568
451449,194
451856,191
452464,815
452475,838
453849,274
454624,669
454582,35
456321,141
456532,625
456684,90
457933,104
459431,843
462471,816
461985,525
461004,915
461730,955
461970,213
467420,316
466159,71
466963,31
467329,614
468990,746
470542,751
471475,470
473201,616
473527,544
473874,116
478410,219
479408,43
481335,679
482647,706
482046,952
483940,639
483936,203
